ID_Orden,ID_Cliente,ID_Ciudad,ID_StatusOrden,Total_Orden,Fecha_Orden,NumeroOrden,ID_DetalleOrden,ID_Parte,ID_Descuento,CantidadOrden,VehiculoID,IDCotizacion,status,TipoDocumento,FechaCreacionCotizacion,ProcesadoPor,IDAseguradora,AseguradoraSubsidiaria,NumeroReclamo,IDPlantaReparacion,OrdenRealizada,CotizacionRealizada,CotizacionDuplicada,procurementFolderID,DireccionEntrega1,DireccionEntrega2,MarcadoEntrega,IDPartner,CodigoPostal_Cotizacion,LeidoPorPlantaReparacion,LeidoPorPlantaReparacionFecha,CotizacionReabierta,EsAseguradora,CodigoVerificacion,IDClientePlantaReparacion,FechaCreacionRegistro_Cotizacion,IDRecotizacion,PartnerConfirmado,WrittenBy,SeguroValidado,FechaCaptura,Ruta,FechaLimiteRuta
66,,839,6,20859.89,49:29.1,91331,66,771RAW06,,6,84805,66,Order,,49:07.8,Servicio de Integracion,902,97158,31010,968804,FALSE,TRUE,TRUE,,25 White New Way,Suite 15,TRUE,11161,56887,FALSE,36:30.8,FALSE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,22:12.9,84942,FALSE,,FALSE,07:54.9,3148015,8:00
67,,171,2,18674.05,15:03.1,69901,67,ABP5188,2,7,40578,67,Quote,2942230462,32:52.9,Servicio de Integracion,1848,40098,94719,1817092,FALSE,TRUE,FALSE,,225 Hague Blvd.,8th Floor,TRUE,58146,65883,TRUE,17:22.4,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,16:20.5,38414,TRUE,,TRUE,15:18.6,3102KIP,23:59
68,,645,4,23986.04,51:22.2,26737,68,AC1000163CORE-ORIG.REC,17,8,134254,68,Order,8013104852,45:24.9,Planta de Reparacion,890,911,60727,3680617,TRUE,FALSE,FALSE,,85 Clarendon Street,Marshall Building,TRUE,27296,18052,TRUE,39:01.5,FALSE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,51:15.8,56664,FALSE,,FALSE,03:30.1,,
69,,827,5,15249.3,21:46.9,65412,69,AC1000113CORE,,9,,69,Quote,1399462202,24:47.1,Call center,890,46515,85301,2917965,FALSE,TRUE,FALSE,,72 North Rocky Fabien Way,Appartment 43,FALSE,54888,67172,TRUE,17:30.1,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,33:00.3,70171,TRUE,,FALSE,48:30.6,3051024,12:00
70,,220,2,5301.27,47:17.1,81710,70,*HDPCLN004,,10,40363,70,Quote,7542416655,34:57.1,Call center,3,49847,80075,321281,FALSE,TRUE,FALSE,,88 Rocky Hague Blvd.,Appartment 910,FALSE,43707,85006,FALSE,27:54.5,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,54:04.3,29790,FALSE,,TRUE,20:14.1,3050007,8:00
71,,1000,6,21607,43:14.0,72356,71,ABP1461,,11,181432,71,Quote,3280154036,17:57.2,Planta de Reparacion,3,24011,24152,1425662,FALSE,TRUE,TRUE,,66 Clarendon Avenue,Appartment 12,FALSE,30176,43948,TRUE,06:55.0,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,35:26.2,63453,TRUE,,TRUE,03:57.3,,
72,,482,3,24856.36,52:09.0,8146,72,226ADJUST,24,12,139189,72,Quote,3280154036,17:57.2,Planta de Reparacion,3,24011,24152,1425662,FALSE,TRUE,TRUE,,66 Clarendon Avenue,Appartment 12,FALSE,30176,43948,TRUE,06:55.0,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,35:26.2,63453,TRUE,,TRUE,03:57.3,,
73,,653,4,13895.46,27:56.3,73273,73,ABP843114,,1,152112,73,Order,8269852186,51:04.9,Planta de Reparacion,186,34458,81126,2082706,TRUE,TRUE,TRUE,,85 White Milton Boulevard,,FALSE,85351,91193,TRUE,31:01.9,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,39:15.2,18735,FALSE,,FALSE,47:28.5,,
74,,720,5,7554.57,46:45.4,63312,74,ABPCV31ELS,,2,,74,Order,2970357899,15:07.0,Servicio de Integracion,186,31007,15013,2314791,TRUE,TRUE,TRUE,,774 Green Second Road,Marshall Building,TRUE,92607,69258,TRUE,31:32.2,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,08:07.8,46790,TRUE,,TRUE,44:43.5,3004001,6:00
75,,810,5,13872.55,16:54.7,17985,75,435ADJUST,15,3,106410,75,Order,662287231,52:05.7,Planta de Reparacion,319,67290,43913,581067,TRUE,TRUE,TRUE,,809 North White Milton Drive,Suite 19,FALSE,92352,77320,FALSE,19:27.3,FALSE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,31:01.9,50281,FALSE,,FALSE,42:36.6,1801010,7:00
76,,101,1,23219.26,40:13.9,94923,76,ABP840150,,4,211962,76,Quote,5464169818,22:13.9,Aseguradora,319,40246,62838,2053595,FALSE,TRUE,TRUE,,997 North Oak Parkway,APT 9,FALSE,55020,5943,TRUE,53:59.5,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,13:55.3,23875,TRUE,,FALSE,33:51.1,,
77,,730,5,12654.88,36:22.0,17973,77,AC1000155CORE,1,5,45026,77,Order,515258462,48:48.4,Servicio de Integracion,1151,79847,41819,3386843,FALSE,TRUE,TRUE,,59 White Nobel Blvd.,APT 7,FALSE,25154,27992,FALSE,33:08.2,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,07:21.1,79331,FALSE,,TRUE,41:34.0,3050006,8:00
78,,1052,5,967.2,03:59.6,61904,78,*682CMISC,,6,204122,78,Quote,5293623462,38:57.7,Planta de Reparacion,1151,33248,79752,192056,TRUE,TRUE,FALSE,,128 Old Boulevard,Jefferson Building,FALSE,52810,61667,FALSE,38:41.8,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,10:23.0,70556,TRUE,,TRUE,42:04.2,,
79,,126,1,11565.78,54:30.8,11785,79,AC1000111CORE,2,7,130456,79,Quote,5424830817,09:23.5,Servicio de Integracion,1147,79181,,2906909,TRUE,TRUE,TRUE,,597 White New Street,,TRUE,29190,48144,FALSE,58:16.3,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,51:28.3,29315,TRUE,,FALSE,44:40.3,,
80,,906,6,6931.87,30:53.7,35063,80,ABP9979,,8,134781,80,Order,9610761395,51:15.5,Planta de Reparacion,438,51724,75415,2183253,TRUE,TRUE,FALSE,,29 Green Hague St.,Franklin Building,TRUE,33298,18567,TRUE,49:34.0,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,34:57.2,6380,FALSE,,TRUE,20:20.3,,
81,,190,2,19988.33,34:50.3,91314,81,AC1000150,24,9,213530,81,Order,5845807562,33:22.1,Call center,438,24466,41090,3326620,TRUE,TRUE,FALSE,,816 North First Avenue,APT 6,TRUE,39267,70514,FALSE,,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,53:43.4,96803,TRUE,,FALSE,44:42.8,303216B,6:00
82,,477,3,24947.68,56:02.2,44045,82,ABP4416,10,10,112992,82,Order,3962875371,26:03.6,Call center,296,88717,61792,1755082,FALSE,TRUE,FALSE,,381 Second Way,Pre Sales Department,FALSE,65572,55826,FALSE,12/19/2004 0:02,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,37:22.4,74266,TRUE,,FALSE,34:29.4,3102KIP,23:59
83,,541,4,6922.77,38:02.3,98945,83,AC1000101CORE,8,11,115169,83,Order,321557322,41:02.8,Servicio de Integracion,438,18446,95267,2791888,FALSE,TRUE,FALSE,,105 Milton Freeway,Suite 9,FALSE,74745,67669,TRUE,40:15.4,FALSE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,15:14.4,20422,FALSE,,FALSE,39:22.4,3143002,6:00
84,,326,2,22666.25,04:05.1,61317,84,ABP6338,14,12,107246,84,Order,2839259150,2/24/2015 17:47,Servicio de Integracion,438,52902,523,1956803,FALSE,FALSE,FALSE,,36 Green First Avenue,Suite 3054,FALSE,27212,60927,TRUE,51:06.3,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,45:06.1,495,TRUE,,FALSE,06:29.1,,
85,,672,5,18838.59,16:00.5,11929,85,ABPCCC78076C,,1,153536,85,Order,323483857,39:13.8,Servicio de Integracion,1467,76868,48194,2257380,FALSE,TRUE,TRUE,,982 Rocky Fabien Boulevard,Suite 2371,FALSE,66549,15023,FALSE,23:43.1,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,27:29.0,90746,TRUE,,FALSE,08:27.1,1530013,7:00
86,,469,3,6852.34,26:37.8,84407,86,773SCRAP05,,2,64571,86,Order,4812651839,26:03.2,Servicio de Integracion,1467,65551,54778,1047020,FALSE,TRUE,FALSE,,80 Cowley Way,3rd Floor,TRUE,22781,45082,FALSE,46:31.0,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,06:54.4,88904,TRUE,,TRUE,05:17.0,,
87,,834,6,4045.49,07:10.8,54685,87,ABP220665,,3,77064,87,Order,1788859365,05:47.5,Call center,1846,27796,44094,1645813,TRUE,TRUE,TRUE,,12 Cowley Blvd.,Suite 3,TRUE,98585,4711,TRUE,08:31.9,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,32:12.4,56637,TRUE,,TRUE,54:34.4,,
88,,1075,5,13968.79,53:15.6,87518,88,661BLEM08,16,4,,88,Order,7299108936,49:18.5,Planta de Reparacion,1846,46127,8725,708628,FALSE,FALSE,TRUE,,74 South Oak Avenue,Sales Group,FALSE,74651,32158,FALSE,09:50.3,FALSE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,26:34.7,16389,TRUE,,FALSE,29:35.7,3051014,5:00
89,,794,5,22917.42,29:55.0,79000,89,662BLEM02,,5,167177,89,Quote,9358994977,11:15.1,Planta de Reparacion,438,11537,70790,760414,TRUE,FALSE,TRUE,,207 Green Oak Drive,Washington Building,FALSE,88887,5980,TRUE,23:33.7,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,14:58.9,97447,TRUE,,FALSE,51:17.0,1710038,7:00
90,,765,5,24353.25,59:14.4,58399,90,ABP1995MICH2,11,6,209360,90,Quote,4155598821,06:39.2,Servicio de Integracion,438,41139,51865,1600850,FALSE,TRUE,FALSE,,67 White Hague Road,Suite 12,FALSE,2690,14340,TRUE,,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,05:15.7,80060,FALSE,,FALSE,32:13.1,,
91,,938,6,12249.03,32:19.2,22525,91,*420CMISC,4,7,51472,91,Quote,4183630936,24:08.9,Call center,438,42014,77693,61873,TRUE,TRUE,FALSE,,280 South Cowley Freeway,,FALSE,41684,42237,TRUE,,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,24:51.8,32738,FALSE,,FALSE,16:50.6,,
92,,295,2,9824.09,36:23.3,19078,92,AC1000101R-ORIG.REC,16,8,,92,Quote,7743950867,07:43.5,Call center,3,36712,72652,2808717,TRUE,TRUE,FALSE,,27 White Cowley Avenue,,FALSE,99224,67535,TRUE,38:40.7,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,10:15.0,,TRUE,,TRUE,27:11.2,3032007,6:00
93,,523,4,16820.31,54:59.2,38532,93,AC1000138CORE-ORIG.REC,18,9,204753,93,Order,4884658144,10:29.8,Aseguradora,3,65696,41672,3138106,TRUE,TRUE,TRUE,,55 Milton St.,Suite 2,FALSE,93274,95979,TRUE,38:18.3,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,31:52.8,51697,FALSE,,FALSE,12:11.7,,
94,,664,4,2104.99,57:20.0,80325,94,ABP44,5,10,123795,94,Order,2940621883,43:41.8,Aseguradora,1236,94964,61241,1749853,TRUE,TRUE,TRUE,,247 Nobel Street,Customer Group,TRUE,60486,95632,FALSE,32:52.9,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,35:42.1,26218,TRUE,,TRUE,17:31.2,3002005,9:00
95,,333,2,7605.65,02:02.9,77424,95,AC1000154OE,,11,,95,Quote,5470103834,03:34.2,Servicio de Integracion,1236,92830,96322,3382154,FALSE,TRUE,TRUE,,93 South White Fabien Street,Washington Building,TRUE,84567,,FALSE,53:18.7,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,58:03.1,90125,TRUE,,TRUE,51:20.6,,
96,,287,2,19519.25,44:58.5,86536,96,ABPA5082,7,12,215338,96,Order,1695275021,07:49.8,Planta de Reparacion,860,18765,87981,2204160,FALSE,TRUE,FALSE,,70 Fabien Way,,TRUE,89854,55537,TRUE,51:34.0,TRUE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,15:28.5,43092,FALSE,,FALSE,39:01.9,3007017,6:00
97,,821,5,17163.03,57:58.9,46130,97,AC1000149CORE-ORIG.REC,15,1,,97,Quote,4459988779,10:42.7,Servicio de Integracion,860,92199,20584,3317000,TRUE,TRUE,FALSE,,721 Rocky Hague Blvd.,,FALSE,88965,96386,FALSE,53:52.9,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,57:22.0,48630,TRUE,,TRUE,48:52.7,,
98,,223,2,13142.54,52:13.7,59096,98,ABPT1087,,2,207184,98,Order,8336538761,24:06.0,Aseguradora,2,50956,2845,2632833,FALSE,TRUE,TRUE,,75 Cowley Parkway,Appartment 692,TRUE,35418,99409,TRUE,04:45.6,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,59:48.7,57853,TRUE,,FALSE,29:44.7,,
99,,187,2,13668.35,40:31.9,62630,99,ABPT1087,,2,207184,99,Order,3870194370,48:03.5,Planta de Reparacion,2,54563,87939,1492753,TRUE,TRUE,TRUE,,535 East Oak Street,,TRUE,83883,26948,TRUE,51:55.2,FALSE,FALSE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,29:07.5,99092,TRUE,,TRUE,24:49.4,1710026,7:00
100,,187,2,13668.35,40:31.9,62630,100,ABPT1087,,2,207184,100,Order,1934214956,53:49.9,Aseguradora,2078,17732,93620,3027820,FALSE,TRUE,FALSE,,942 New Way,9th Floor,FALSE,55459,74585,TRUE,05:51.2,TRUE,TRUE,4801fd9e-8569-4e18-8d59-0e3fbbb7ab78,,13:12.8,77207,FALSE,,FALSE,14:53.5,,























































































